len_of_url,no_of_dots,security_sensitive_words,no_of_hyphens_in_dom,dir_len,no_of_subdir,domain_len,domain_token_count,path_token_count,ip_present,largest_domain_tok_len,avg_dom_token_len,largest_path_token_length,avg_path_token_length,suspicious tld,len_of_file,total_dots_in_file,total_delims_in_file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,Lable,URL
24.0,2.0,0.0,0.0,8.0,2.0,7.0,2.0,2.0,0.0,4.0,3.0,4.0,2.5,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://jude.mx/nazn/2/index.htm
60.0,8.0,1.0,0.0,17.0,3.0,30.0,5.0,3.0,0.0,9.0,5.2,7.0,4.333333333333333,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://secure.square.logindqxi.usa.cc/account/app/svc/login.html...
54.0,5.0,1.0,2.0,14.0,2.0,37.0,3.0,2.0,0.0,19.0,11.666666666666666,7.0,5.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://login-account.confirm-information.pro/Account/Home/...
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.agripicture.com/
59.0,5.0,0.0,0.0,39.0,5.0,17.0,3.0,5.0,0.0,10.0,5.0,11.0,6.6,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.puntoygoma.cl/wp-includes/pomo/drop/Dropbox/dropbox/...
23.0,2.0,0.0,0.0,1.0,0.0,22.0,3.0,0.0,0.0,14.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.realestatebook.com/
66.0,6.0,0.0,0.0,43.0,6.0,18.0,4.0,6.0,0.0,7.0,3.75,8.0,6.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.extampa.com.br/skin/frontend/default/blue/images/catalog/pr...
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.aidemocracy.org/
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.jeremiahspick.com/
66.0,5.0,0.0,1.0,23.0,3.0,15.0,3.0,3.0,0.0,9.0,4.333333333333333,11.0,6.333333333333333,0.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://nuli-toys.co.il/wp-includes/pomo/data/6f508350cde9a3c0325e55240...
31.0,2.0,0.0,0.0,15.0,2.0,16.0,3.0,2.0,0.0,6.0,4.666666666666667,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://groups.yahoo.com/group/univalg/
14.0,1.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://amitmehra.com/
66.0,4.0,0.0,0.0,27.0,4.0,19.0,2.0,4.0,0.0,15.0,9.0,11.0,5.5,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://righttobearohms.com/wp-includes/images/wlw/WC/d7f777b0e59e7b4d7...
15.0,2.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.dimple.com/
34.0,1.0,1.0,0.0,15.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,7.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://barnawater.com/Logos/secured/file4
60.0,6.0,1.0,0.0,14.0,2.0,27.0,3.0,2.0,0.0,20.0,8.333333333333334,8.0,5.5,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://roseiradevistaalegre.com.br/sin/Outloook/login%20(2).html...
38.0,2.0,0.0,1.0,1.0,0.0,37.0,3.0,0.0,0.0,30.0,11.666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.hilfeservice-sicherheitssystem.tk/
66.0,4.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,50.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://jnzbtb.cn/images?amp%5C%5C%5C%5C%5C%5C%5C%5C%5C%5C%5C%5C%5C%5C%...
21.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.globerecords.com/
22.0,3.0,0.0,0.0,1.0,0.0,21.0,4.0,0.0,0.0,11.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.antiqueguns.co.uk/
26.0,2.0,0.0,0.0,11.0,1.0,15.0,3.0,1.0,0.0,8.0,4.333333333333333,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://suzanbat.com.br/filewords/
66.0,5.0,0.0,0.0,9.0,1.0,27.0,3.0,1.0,0.0,20.0,8.333333333333334,7.0,7.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://gz.airplanepilotlessons.com/SUCCESS/98660d3789f1367c9860095cee5...
37.0,3.0,1.0,0.0,5.0,1.0,21.0,3.0,1.0,0.0,14.0,6.333333333333333,3.0,3.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.algarroboahora.cl/mop/confirm.htm
54.0,6.0,0.0,1.0,24.0,4.0,18.0,3.0,4.0,0.0,9.0,5.333333333333333,8.0,4.75,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://mail.a-alsaeed.com/~masseri/invoice/Ed/Ed/index.php...
31.0,2.0,0.0,0.0,1.0,0.0,30.0,3.0,0.0,0.0,14.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://mailwebmailowa.myfreesites.net/
66.0,5.0,0.0,0.0,21.0,3.0,28.0,3.0,3.0,0.0,21.0,8.666666666666666,8.0,5.666666666666667,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.srirajeshwaribuilders.in/webadmin/images/css/77dada3429618f...
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.fishonabike.com/
31.0,2.0,0.0,0.0,12.0,1.0,19.0,3.0,1.0,0.0,7.0,5.666666666666667,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://website.lineone.net/~markpruce/
22.0,3.0,0.0,0.0,1.0,0.0,21.0,4.0,0.0,0.0,11.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.clifffuller.co.uk/
16.0,2.0,0.0,0.0,1.0,0.0,15.0,3.0,0.0,0.0,5.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://first.sipri.org/
23.0,2.0,0.0,0.0,1.0,0.0,22.0,3.0,0.0,0.0,14.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.delhieducation.net/
27.0,2.0,0.0,0.0,13.0,1.0,14.0,3.0,1.0,0.0,8.0,4.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://startcom.co.rs/Re-activate/
21.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.parfumsraffy.com/
43.0,2.0,0.0,0.0,16.0,3.0,17.0,3.0,3.0,0.0,9.0,5.0,6.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.robotshop.com/blog/en/robots/gorobotics
66.0,7.0,0.0,0.0,16.0,2.0,17.0,3.0,2.0,0.0,10.0,5.0,7.0,6.5,0.0,9.0,1.0,0.0,24.0,1.0,17.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.travelbest.in/assets/alibaba/index.php?email=abuse@xnmsn.co...
42.0,3.0,0.0,0.0,1.0,0.0,26.0,3.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.allindianewspapers.com/government.html
45.0,7.0,0.0,0.0,15.0,2.0,17.0,3.0,2.0,0.0,9.0,5.0,8.0,6.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.conexeduc.com/.refresh/page/step2.html...
66.0,5.0,0.0,0.0,12.0,2.0,23.0,3.0,2.0,0.0,16.0,7.0,7.0,4.5,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://comercialadriano.com.br/_Macosx/13/2294a7145fc760bae781fa06d436...
27.0,2.0,0.0,1.0,1.0,0.0,26.0,3.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://mileski-theorem.tripod.com/
31.0,1.0,0.0,1.0,15.0,2.0,16.0,2.0,2.0,0.0,12.0,7.5,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://arabian-gulf.net/usgefart/uson/
20.0,3.0,0.0,0.0,1.0,0.0,19.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.jaktrans.nic.in/
24.0,2.0,0.0,0.0,1.0,0.0,23.0,3.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.mercuryvehicles.com/
66.0,7.0,0.0,0.0,33.0,4.0,20.0,4.0,4.0,0.0,9.0,4.25,9.0,7.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://ns1.unlimited.com.ng/~hecsms/templates/system/images/U%23.@S%23...
26.0,2.0,0.0,0.0,8.0,1.0,10.0,2.0,1.0,0.0,6.0,4.5,6.0,6.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://dbyzlm.com/common/rss.html
18.0,2.0,1.0,0.0,7.0,1.0,11.0,3.0,1.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.hhbd.pl/Login/
43.0,5.0,0.0,0.0,17.0,3.0,14.0,2.0,3.0,0.0,10.0,6.5,6.0,4.333333333333333,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://emalbosaat.com/system/logs/aol/index.htm...
45.0,5.0,0.0,1.0,1.0,0.0,41.0,3.0,0.0,0.0,34.0,13.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.sicherheitssystem-sicherheitshilfe.tk/...
38.0,3.0,0.0,0.0,13.0,2.0,16.0,3.0,2.0,0.0,9.0,4.666666666666667,6.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.erncchile.cl/drop/Gdoccc/index.php
66.0,5.0,0.0,0.0,38.0,5.0,21.0,3.0,5.0,0.0,14.0,6.333333333333333,10.0,6.4,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://onebeautystore.com.br/downloader/lib/Mage/Backup/Exception/subs...
50.0,6.0,0.0,0.0,12.0,2.0,26.0,3.0,2.0,0.0,18.0,8.0,6.0,4.5,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.nooterconstruction.com/com/Gdoccc/index.php...
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.rightparts.com/
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.choitime.com/
66.0,7.0,0.0,0.0,19.0,2.0,23.0,3.0,2.0,0.0,15.0,7.0,14.0,8.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.licpolicyforyou.com/es/impots.gouv.fr/2042eb91b426278aa87c6...
21.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.autoalliance.org/
24.0,2.0,0.0,0.0,1.0,0.0,23.0,3.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.pinkmoonrecords.com/
66.0,6.0,0.0,0.0,34.0,1.0,16.0,3.0,1.0,0.0,8.0,4.666666666666667,32.0,32.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.badoeudn.com/e2ed2ec8bb2589678cbb8911053b83d3/verification....
43.0,6.0,1.0,1.0,1.0,0.0,21.0,3.0,0.0,0.0,15.0,6.333333333333333,0.0,0.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://warnings-system.at.ua/confirm-pages.html...
66.0,5.0,1.0,0.0,8.0,1.0,16.0,3.0,1.0,0.0,9.0,4.666666666666667,6.0,6.0,0.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.sparkdeal.in/secure/5kqdyiues5yphfb3fz7ptsyhpddc7uc34s7t1ry...
25.0,2.0,0.0,0.0,1.0,0.0,24.0,3.0,0.0,0.0,16.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.mudrasforhealing.com/
66.0,6.0,1.0,1.0,11.0,2.0,40.0,3.0,2.0,0.0,28.0,12.666666666666666,5.0,4.0,0.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://updateaccount-paypalservices.rhcloud.com/Log/login/card_info.ph...
18.0,1.0,0.0,1.0,6.0,1.0,12.0,2.0,1.0,0.0,9.0,5.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://eco-plast.rs/na0h/
12.0,2.0,0.0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.fnp.com/
49.0,6.0,0.0,3.0,1.0,0.0,36.0,3.0,0.0,0.0,26.0,11.333333333333334,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://support-servers-pages-2016.fulba.com/index.htm...
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.honeyrun.com/
30.0,2.0,0.0,0.0,5.0,1.0,13.0,3.0,1.0,0.0,5.0,3.6666666666666665,3.0,3.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://feeds.pbs.org/pbs/nbr-programs
15.0,2.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://cipmcjk.nic.in/
45.0,4.0,0.0,0.0,34.0,1.0,8.0,2.0,1.0,0.0,4.0,3.5,32.0,32.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://onmt.net/20ac69ccc2d2431b9883b1231e877282/...
30.0,3.0,1.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,6.0,3.3333333333333335,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://notifi.at.ua/confirmation.html
14.0,1.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://allometra.com/
55.0,5.0,0.0,0.0,21.0,5.0,31.0,3.0,5.0,0.0,23.0,9.666666666666666,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.evidencebasedhomeopathy.com/WP5/GDOC/GDOC/GD1/a/...
66.0,5.0,0.0,0.0,16.0,3.0,26.0,3.0,3.0,0.0,18.0,8.0,6.0,4.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.mmssilverjewellery.com/js/keve/amzaon/a70a9cfad8fe8a16e9428...
42.0,4.0,0.0,0.0,10.0,1.0,18.0,4.0,1.0,0.0,7.0,3.75,8.0,8.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.cs.iastate.edu/~honavar/hybrid-ai.html
34.0,2.0,0.0,0.0,10.0,1.0,14.0,2.0,1.0,0.0,10.0,6.5,8.0,8.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://fsmsigorta.com/donfrosh/index.html
66.0,6.0,0.0,0.0,34.0,3.0,25.0,4.0,3.0,0.0,14.0,5.5,14.0,10.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.radiogospelsul.com.br/MyDocs/GoogleDocs/GoogleDocs2016/d747...
18.0,1.0,0.0,0.0,1.0,0.0,17.0,2.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://searchenginez.com/
21.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.goodecompany.com/
55.0,8.0,0.0,0.0,35.0,4.0,17.0,3.0,4.0,0.0,9.0,5.0,21.0,7.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.valleygun.com/tmp/https://www2.Santander.com.br/...
51.0,5.0,0.0,0.0,5.0,1.0,11.0,2.0,1.0,0.0,7.0,5.0,3.0,3.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://icctips.com/zee/vr1Up000wejhuweUSDYAH00MAIL.html...
66.0,6.0,1.0,0.0,13.0,2.0,27.0,4.0,2.0,0.0,16.0,6.0,6.0,5.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.buysaffrononline.com.au/drop/update/6d4e57629aedcfcd5dc884a...
15.0,2.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.jgecko.com/
32.0,2.0,0.0,0.0,1.0,0.0,31.0,3.0,0.0,0.0,20.0,9.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://rajestateconsultants.tripod.com/
21.0,3.0,0.0,0.0,1.0,0.0,20.0,4.0,0.0,0.0,10.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.diracdelta.co.uk/
17.0,1.0,0.0,1.0,4.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://sys-arcis.net/3d/
66.0,6.0,1.0,0.0,10.0,1.0,14.0,3.0,1.0,0.0,7.0,4.0,8.0,8.0,0.0,11.0,1.0,0.0,31.0,1.0,19.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://senopel.com.br/dezastre/confirm.php?session_id=sdvnwrevsdubv893...
27.0,2.0,0.0,0.0,1.0,0.0,26.0,3.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.phoenixcareergroup.com/
66.0,7.0,0.0,0.0,19.0,2.0,17.0,3.0,2.0,0.0,9.0,5.0,14.0,8.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.tediindia.com/as/impots.gouv.fr/299848aa6b7e16b7471ca7d3731...
23.0,2.0,0.0,0.0,1.0,0.0,22.0,3.0,0.0,0.0,14.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.multiplication.com/
48.0,5.0,0.0,1.0,15.0,2.0,22.0,2.0,2.0,0.0,18.0,10.5,7.0,6.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://johnbull-amayaevbo.com/default/files/com.html...
66.0,7.0,0.0,0.0,4.0,1.0,40.0,5.0,1.0,0.0,13.0,7.2,2.0,2.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://bmorrison.hickoryground.com.inews.report/ni/ed745cdfab0c340f87d...
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.cduniverse.com/
45.0,6.0,0.0,0.0,16.0,2.0,26.0,4.0,2.0,0.0,15.0,5.75,7.0,6.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.ezeebookkeeping.com.au/classes/Gdoccc/...
66.0,5.0,0.0,1.0,34.0,3.0,14.0,3.0,3.0,0.0,6.0,4.0,11.0,10.0,0.0,18.0,3.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.pc-ips.com/components/com_users/controllers/assure_somtc=tr...
49.0,5.0,0.0,0.0,19.0,4.0,27.0,3.0,4.0,0.0,19.0,8.333333333333334,6.0,3.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.quilterconstruction.com/readme/doc/2/tech/...
54.0,4.0,0.0,0.0,40.0,2.0,11.0,2.0,2.0,0.0,7.0,5.0,32.0,18.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://dizipat.com/bobbu/655dd94ca16bd65b7b45495fdcd7f343/...
29.0,3.0,0.0,0.0,7.0,1.0,15.0,4.0,1.0,0.0,5.0,3.0,5.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.stuff.co.nz/sport/cricket
18.0,2.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.careerage.com/
43.0,5.0,0.0,0.0,13.0,2.0,19.0,3.0,2.0,0.0,11.0,5.666666666666667,9.0,5.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.sajhakhabar.com/1/zonalzone/homezone...
64.0,4.0,0.0,0.0,23.0,2.0,18.0,4.0,2.0,0.0,8.0,3.75,12.0,10.0,0.0,23.0,1.0,3.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.jiscmail.ac.uk/mailinglists/category/Maths_&_Statistics.html
51.0,5.0,0.0,0.0,22.0,2.0,26.0,3.0,2.0,0.0,19.0,8.0,11.0,9.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://cheapdrivinglessons.com.au/includes/common-real/...
53.0,5.0,0.0,0.0,34.0,1.0,16.0,3.0,1.0,0.0,8.0,4.666666666666667,32.0,32.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.badoeudn.com/e2ed2ec8bb2589678cbb8911053b83d3/...
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.technipages.com/
